"Locus Tag","Product","Pathway Name","Pathway Xref","Pathway Database","Version","ECO code","ECO term","PMID",""
"PA1580","citrate synthase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1587","dihydrolipoamide dehydrogenase Lpd","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1736","probable acyl-CoA thiolase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1787","aconitate hydratase 2","Glyoxylate and dicarboxylate metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA1787","aconitate hydratase 2","Glyoxylate and dicarboxylate metabolism","00630","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1787","aconitate hydratase 2","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1796","5,10-methylene-tetrahydrofolate dehydrogenase / cyclohydrolase","Glyoxylate and dicarboxylate metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA1940","hypothetical protein","Glyoxylate and dicarboxylate metabolism","00630","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2001","acetyl-CoA acetyltransferase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2040","Glutamylpolyamine synthetase","Glyoxylate and dicarboxylate metabolism","00630","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2040","Glutamylpolyamine synthetase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2081","kynurenine formamidase, KynB","Glyoxylate and dicarboxylate metabolism","00630","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2081","kynurenine formamidase, KynB","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2147","catalase HPII","Glyoxylate and dicarboxylate metabolism","00630","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2147","catalase HPII","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2250","lipoamide dehydrogenase-Val","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2442","glycine cleavage system protein T2","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2444","serine hydroxymethyltransferase","Glyoxylate and dicarboxylate metabolism","00630","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2444","serine hydroxymethyltransferase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2445","glycine cleavage system protein P2","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2446","glycine cleavage system protein H2","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2553","probable acyl-CoA thiolase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2634","isocitrate lyase AceA","Glyoxylate and dicarboxylate metabolism","00630","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2634","isocitrate lyase AceA","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2974","probable hydrolase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3131","probable aldolase","Glyoxylate and dicarboxylate metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA3131","probable aldolase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3172","probable hydrolase","Glyoxylate and dicarboxylate metabolism","00630","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3172","probable hydrolase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3181","2-keto-3-deoxy-6-phosphogluconate aldolase","Glyoxylate and dicarboxylate metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA3181","2-keto-3-deoxy-6-phosphogluconate aldolase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3356","Glutamylpolyamine synthetase","Glyoxylate and dicarboxylate metabolism","00630","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3356","Glutamylpolyamine synthetase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3589","probable acyl-CoA thiolase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3925","probable acyl-CoA thiolase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4236","catalase","Glyoxylate and dicarboxylate metabolism","00630","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4236","catalase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4314","formyltetrahydrofolate deformylase","Glyoxylate and dicarboxylate metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4314","formyltetrahydrofolate deformylase","Glyoxylate and dicarboxylate metabolism","00630","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4314","formyltetrahydrofolate deformylase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4602","serine hydroxymethyltransferase","Glyoxylate and dicarboxylate metabolism","00630","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4602","serine hydroxymethyltransferase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4613","catalase","Glyoxylate and dicarboxylate metabolism","00630","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4613","catalase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4626","glycerate dehydrogenase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4785","probable acyl-CoA thiolase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4810","nitrate-inducible formate dehydrogenase, gamma subunit","Glyoxylate and dicarboxylate metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4810","nitrate-inducible formate dehydrogenase, gamma subunit","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4811","nitrate-inducible formate dehydrogenase, beta subunit","Glyoxylate and dicarboxylate metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4811","nitrate-inducible formate dehydrogenase, beta subunit","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4812","formate dehydrogenase-O, major subunit","Glyoxylate and dicarboxylate metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4812","formate dehydrogenase-O, major subunit","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4829","dihydrolipoamide dehydrogenase 3","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5119","glutamine synthetase","Glyoxylate and dicarboxylate metabolism","00630","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5119","glutamine synthetase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5213","glycine cleavage system protein P1","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5214","glycine cleavage system protein H1","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5215","glycine-cleavage system protein T1","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5353","glycolate oxidase subunit GlcF","Glyoxylate and dicarboxylate metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA5353","glycolate oxidase subunit GlcF","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5354","glycolate oxidase subunit GlcE","Glyoxylate and dicarboxylate metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA5354","glycolate oxidase subunit GlcE","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5355","glycolate oxidase subunit GlcD","Glyoxylate and dicarboxylate metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA5355","glycolate oxidase subunit GlcD","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5415","serine hydroxymethyltransferase","Glyoxylate and dicarboxylate metabolism","00630","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5415","serine hydroxymethyltransferase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5420","formyltetrahydrofolate deformylase","Glyoxylate and dicarboxylate metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA5420","formyltetrahydrofolate deformylase","Glyoxylate and dicarboxylate metabolism","00630","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5420","formyltetrahydrofolate deformylase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5508","Glutamylpolyamine synthetase homologue","Glyoxylate and dicarboxylate metabolism","00630","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5508","Glutamylpolyamine synthetase homologue","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5522","Glutamylpolyamine synthetase","Glyoxylate and dicarboxylate metabolism","00630","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5522","Glutamylpolyamine synthetase","Glyoxylate and dicarboxylate metabolism","pae00630","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0482","malate synthase G","glyoxylate cycle","UPA00703","UniPathway","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0482","malate synthase G","glyoxylate cycle","GLYOXYLATE-BYPASS","PseudoCyc","19.5","ECO:0000250","sequence similarity evidence used in manual assertion","12867747",""
"PA0794","probable aconitate hydratase","glyoxylate cycle","GLYOXYLATE-BYPASS","PseudoCyc","19.5","ECO:0000250","sequence similarity evidence used in manual assertion","12867747",""
"PA0795","citrate synthase 2","glyoxylate cycle","GLYOXYLATE-BYPASS","PseudoCyc","19.5","ECO:0000250","sequence similarity evidence used in manual assertion","12867747",""
"PA1252","DpkA","glyoxylate cycle","GLYOXYLATE-BYPASS","PseudoCyc","19.5","ECO:0000250","sequence similarity evidence used in manual assertion","12867747",""
"PA1562","aconitate hydratase 1","glyoxylate cycle","GLYOXYLATE-BYPASS","PseudoCyc","19.5","ECO:0000250","sequence similarity evidence used in manual assertion","12867747",""
"PA1580","citrate synthase","glyoxylate cycle","GLYOXYLATE-BYPASS","PseudoCyc","19.5","ECO:0000250","sequence similarity evidence used in manual assertion","12867747",""
